season_id,player_id,player_season,player,season,season_start,age,team,league,pos,g,gs,mp,fgm,fga,fg_perc,3pm,3pa,3p_perc,2pm,2pa,2p_perc,efg,ftm,fta,ft_perc,orb,drb,trb,ast,stl,blk,tov,pf,pts,per,ts,3par,ftr,orb_perc,drb_perc,trb_perc,ast_perc,stl_perc,blk_perc,tov_perv,usg_perc,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,all-nba
9493,1731,13,Sam Mitchell,2001-02,2001,38,MIN,NBA,SF,74,10,9.8,1.3,3.1,0.432,0.1,0.5,0.286,1.2,2.6,0.458,0.454,0.5,0.7,0.776,0.2,0.9,1.1,0.6,0.2,0.1,0.4,1.1,3.3,9.4,0.491,0.154,0.216,2.9,10.1,6.5,9.3,0.9,0.4,9.5,17.1,0.5,0.4,0.9,0.058,-2.4,-2.3,-4.6,0.8,0
9495,1733,1,Tony Mitchell,2013-14,2013,24,MIL,NBA,SF,3,0,3.3,1,1.7,0.6,0,0.3,0,1,1.3,0.75,0.6,0,0,0,0.3,0,0.3,0.3,0.3,0,0,0,2,30.9,0.6,0.2,0,11.1,0,5.7,22.6,5.2,0,0,22.6,0,0,0.1,0.242,8.6,-2.1,6.5,0.6,0
9496,1733,2,Tony Mitchell,2013-14,2013,21,DET,NBA,PF,21,0,3.8,0.2,0.6,0.417,0,0,1,0.2,0.5,0.364,0.458,0.5,0.9,0.579,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1,18.1,0.54,0.083,1.583,19.7,16,18,3.4,3.8,3,16.4,13.2,0.1,0.1,0.2,0.151,-0.1,1.4,1.3,2.3,0
9479,1730,1,Donovan Mitchell,2017-18,2017,21,UTA,NBA,SG,79,71,33.4,7.5,17.2,0.437,2.4,7,0.34,5.2,10.3,0.502,0.506,3,3.8,0.805,0.7,3.1,3.7,3.7,1.5,0.3,2.7,2.7,20.5,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,1.3,-0.2,1.1,0.5,0
9480,1730,2,Donovan Mitchell,2018-19,2018,22,UTA,NBA,SG,77,77,33.7,8.6,19.9,0.432,2.4,6.7,0.362,6.1,13.1,0.468,0.493,4.1,5.1,0.806,0.8,3.3,4.1,4.2,1.4,0.4,2.8,2.7,23.8,17.2,0.537,0.339,0.259,2.5,10.5,6.6,21.2,2,0.9,11.3,31.6,1.3,3.7,5,0.092,0.8,-0.2,0.6,0.7,0
9497,1734,1,Naz Mitrou-Long,2017-18,2017,24,UTA,NBA,SG,1,0,1,1,1,1,1,1,1,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,3,133.8,1.5,1,0,0,0,0,0,0,0,0,45,0.1,0,0.1,2.712,68.6,-14.2,54.4,0.2,0
9498,1734,2,Naz Mitrou-Long,2018-19,2018,25,UTA,NBA,SG,14,0,6,0.4,1.4,0.3,0.1,0.8,0.182,0.3,0.6,0.444,0.35,0.1,0.1,1,0.1,0.4,0.4,1.1,0.1,0.1,0.6,0.7,1.1,2.2,0.383,0.55,0.1,1.3,6.3,3.9,23.3,0.6,0.9,27.7,14.7,-0.2,0.1,-0.1,-0.046,-7,-1.9,-8.9,0.8,0
9510,1736,1,Eric Mobley,1994-95,1994,24,MIL,NBA,C,46,26,12.8,1.7,2.9,0.591,0,0,1,1.7,2.8,0.585,0.598,0.5,1,0.489,1.2,2.1,3.3,0.5,0.2,0.6,0.5,1.4,3.9,14.3,0.593,0.015,0.341,10.9,20.7,15.7,5.7,0.7,3.4,13.7,13.3,0.8,0.5,1.3,0.107,-1.9,0.2,-1.7,0.4,0
9511,1736,2,Eric Mobley,1995-96,1995,25,TOT,NBA,C,39,4,17.3,1.9,3.5,0.536,0,0.1,0.5,1.9,3.5,0.537,0.54,1,2.2,0.448,1.4,2.2,3.6,0.6,0.4,0.6,1.3,2.2,4.8,9.4,0.533,0.014,0.63,9.1,15.5,12.2,5.6,1.1,2.7,22.1,15.3,-0.4,0.6,0.2,0.015,-5,0.5,-4.5,0.5,0
9512,1736,3,Eric Mobley,1996-97,1996,26,VAN,NBA,C,28,8,11,1,2.3,0.444,0,0,0,1,2.3,0.444,0.444,0.6,1.1,0.533,1.1,1,2.1,0.5,0.2,0.4,1,1.6,2.6,6.3,0.472,0,0.476,11.2,10.7,11,7.3,0.9,2.5,27.6,15.9,-0.4,0,-0.4,-0.063,-6.1,-1.1,-7.1,1.7,0
9499,1735,1,Cuttino Mobley,1998-99,1998,23,HOU,NBA,PG,49,37,29.7,3.5,8.3,0.425,1.1,3,0.358,2.4,5.2,0.463,0.49,1.8,2.2,0.818,0.4,1.8,2.3,2.5,0.9,0.5,1.6,2,9.9,12.2,0.537,0.365,0.272,1.9,6.7,4.5,13.7,1.6,1.1,14.8,17.2,1.6,0.8,2.3,0.077,-0.1,-0.9,-1,-0.1,0
9500,1735,2,Cuttino Mobley,1999-00,1999,24,HOU,NBA,SG,81,8,30.8,5.4,12.5,0.43,1.3,3.6,0.356,4.1,8.9,0.46,0.481,3.7,4.4,0.847,0.7,2.8,3.6,2.6,1.1,0.4,2.3,2.1,15.8,16,0.545,0.287,0.347,2.7,10.1,6.5,14.3,1.8,0.8,13.7,23.9,3.6,1.6,5.2,0.099,1.1,-1.3,-0.3,0,0
9501,1735,3,Cuttino Mobley,2000-01,2000,25,HOU,NBA,SG,79,49,38,6.7,15.4,0.434,1.1,3.2,0.357,5.5,12.2,0.454,0.471,5,6,0.831,1.1,4,5,2.5,1.1,0.3,2.1,2.1,19.5,17.7,0.541,0.208,0.39,3.3,11.8,7.7,11.5,1.5,0.6,10.4,24.3,6.2,2,8.2,0.13,1.9,-1.1,0.7,-0.1,0
9502,1735,4,Cuttino Mobley,2001-02,2001,26,HOU,NBA,SG,74,74,42.1,8,18.4,0.438,2,5.1,0.395,6,13.3,0.455,0.493,3.6,4.2,0.85,0.9,3.2,4.1,2.5,1.5,0.5,2.4,2.6,21.7,16.7,0.537,0.278,0.231,2.3,8.8,5.5,11.6,1.9,0.8,10.7,24.9,4.6,1.1,5.7,0.087,2.2,-1.5,0.7,-0.2,0
9503,1735,5,Cuttino Mobley,2002-03,2002,27,HOU,NBA,SG,73,73,41.7,6.3,14.6,0.434,1.5,4.4,0.352,4.8,10.3,0.469,0.486,3.3,3.9,0.858,1,3.2,4.2,2.8,1.3,0.5,2.3,2.5,17.5,14.7,0.537,0.298,0.264,2.7,8.6,5.7,12.2,1.7,0.8,12.2,20.6,4.5,2.5,6.9,0.109,1.7,-0.3,1.3,1.4,0
9504,1735,6,Cuttino Mobley,2003-04,2003,28,HOU,NBA,SG,80,80,40.4,5.8,13.5,0.426,2.1,5.3,0.39,3.7,8.3,0.448,0.501,2.2,2.7,0.811,0.5,4,4.5,3.2,1.3,0.4,2.3,2.2,15.8,14.1,0.535,0.389,0.201,1.5,11.2,6.6,14.7,1.8,0.8,13.3,20.1,3.4,4.3,7.6,0.114,1.1,0.7,1.8,1.3,0
9505,1735,7,Cuttino Mobley,2004-05,2004,29,TOT,NBA,SG,66,64,36.2,6.2,14.1,0.438,2.3,5.2,0.439,3.9,8.9,0.437,0.518,2.5,3.1,0.82,0.7,2.8,3.5,2.8,1.1,0.5,2,2.3,17.2,15,0.555,0.367,0.22,2.1,8.6,5.4,12.5,1.6,0.9,11.5,21.4,3.2,1.2,4.4,0.089,1.5,-1.6,-0.1,2.3,0
9506,1735,8,Cuttino Mobley,2005-06,2005,30,LAC,NBA,SF,79,74,37.7,5.4,12.8,0.426,1.1,3.1,0.339,4.4,9.7,0.453,0.467,2.9,3.5,0.839,0.6,3.7,4.3,3,1.2,0.5,1.8,2.6,14.8,13.1,0.519,0.243,0.271,2,10.9,6.6,13.1,1.6,0.9,11.4,19.8,1.9,3.4,5.3,0.086,0,0.4,0.3,2.3,0
9507,1735,9,Cuttino Mobley,2006-07,2006,31,LAC,NBA,SG,78,73,36.4,5,11.3,0.44,1.3,3.2,0.411,3.7,8.2,0.451,0.497,2.6,3.1,0.837,0.7,2.8,3.4,2.5,1.2,0.3,1.9,2.4,13.8,12.5,0.546,0.279,0.271,2.2,9,5.6,11.7,1.7,0.7,12.8,18.4,2.2,2.4,4.6,0.078,0.1,-0.5,-0.4,2.1,0
9508,1735,10,Cuttino Mobley,2007-08,2007,32,LAC,NBA,SG,77,38,35.1,4.9,11.3,0.433,0.9,2.5,0.349,4,8.8,0.457,0.472,2.1,2.6,0.819,0.6,2.9,3.6,2.6,1,0.4,1.6,2,12.8,11.5,0.514,0.221,0.229,2.1,9.7,5.9,13.1,1.5,0.9,11.4,18.5,0.4,1.7,2.1,0.037,-1.3,-0.2,-1.5,2.7,0
9509,1735,11,Cuttino Mobley,2008-09,2008,33,LAC,NBA,SG,11,11,33.2,5.7,13.3,0.432,1.1,3.2,0.343,4.6,10.1,0.459,0.473,1.2,1.6,0.722,0.8,1.8,2.6,1.1,1.4,0.2,1.6,1.9,13.7,10.3,0.491,0.24,0.123,2.8,6.5,4.6,5.8,2.1,0.4,10.5,21.5,-0.3,0.1,-0.1,-0.017,-2.8,-2.3,-5.1,2.3,0
9513,1737,1,Nazr Mohammed,1998-99,1998,21,PHI,NBA,C,26,0,4.7,0.6,1.6,0.357,0,0,0,0.6,1.6,0.357,0.357,0.5,0.8,0.571,0.7,0.7,1.4,0.1,0.2,0.2,0.5,0.8,1.6,10,0.41,0,0.5,17,18.6,17.8,3,2.2,2.6,19,23.7,-0.2,0.2,0,0.013,-6,-1.5,-7.5,3.1,0
9514,1737,2,Nazr Mohammed,1999-00,1999,22,PHI,NBA,C,28,3,6.8,0.8,1.9,0.389,0,0,0,0.8,1.9,0.389,0.389,0.4,0.8,0.545,0.6,1.2,1.8,0.1,0.1,0.4,0.6,1,1.9,7,0.424,0,0.407,9.2,20.1,14.5,1.6,1.1,4.6,22,18.9,-0.4,0.3,-0.1,-0.016,-8.4,0.4,-8.1,4.4,0
9515,1737,3,Nazr Mohammed,2000-01,2000,23,TOT,NBA,C,58,22,15.7,3,6.4,0.477,0,0,0,3,6.3,0.478,0.477,1.5,2.2,0.706,2,3.3,5.3,0.3,0.5,0.6,1.1,1.9,7.6,19.2,0.52,0.003,0.341,14.1,23.6,18.8,3.9,1.7,2.8,13.1,24,1.1,1.4,2.5,0.129,-1.5,-0.9,-2.4,1.7,0
9516,1737,4,Nazr Mohammed,2001-02,2001,24,ATL,NBA,C,82,73,26.4,4,8.7,0.461,0,0,0,4,8.7,0.462,0.461,1.7,2.7,0.617,3,5,7.9,0.4,0.8,0.7,1.4,3.1,9.7,14,0.49,0.001,0.311,12.7,21.6,17.1,2.6,1.5,2.1,12.7,19.4,0.9,2.4,3.3,0.072,-3,-1,-4.1,1.9,0
9517,1737,5,Nazr Mohammed,2002-03,2002,25,ATL,NBA,C,35,0,12.7,1.9,4.5,0.421,0,0,0,1.9,4.5,0.421,0.421,0.7,1.2,0.634,1.3,2.3,3.7,0.2,0.5,0.6,0.7,2.3,4.6,12.4,0.452,0,0.258,12.5,20.2,16.5,2.4,1.9,3.3,12.4,20.8,-0.1,0.5,0.4,0.045,-4.9,-1.8,-6.6,4,0
9518,1737,6,Nazr Mohammed,2003-04,2003,26,TOT,NBA,C,80,24,20.1,3.1,5.9,0.521,0,0,0,3.1,5.9,0.521,0.521,1.3,2.1,0.592,2.2,3.7,5.9,0.5,0.7,0.7,1.2,2.4,7.4,16.1,0.542,0,0.358,12.8,20.7,16.8,4,1.8,2.4,14.9,18.3,1.8,1.9,3.7,0.11,-1.5,-0.4,-1.9,3.4,0
9519,1737,7,Nazr Mohammed,2004-05,2004,27,TOT,NBA,C,77,59,25.1,3.8,7.8,0.48,0,0,0,3.8,7.8,0.481,0.48,2,2.9,0.674,3.2,4.4,7.6,0.4,0.8,1.1,1.4,3.1,9.5,16.4,0.521,0.002,0.377,14.9,20.7,17.8,2.9,1.6,3.3,13.3,19.2,2,2.6,4.6,0.115,-1.7,0.3,-1.4,0.6,0
9520,1737,8,Nazr Mohammed,2005-06,2005,28,SAS,NBA,C,80,30,17.4,2.4,4.7,0.504,0,0,0,2.4,4.7,0.504,0.504,1.4,1.8,0.785,2,3.2,5.2,0.5,0.3,0.6,1.1,2.8,6.2,15,0.56,0,0.382,14.2,21.2,17.8,4.7,0.8,2.5,17.1,18.3,1.7,2.8,4.5,0.156,-2,1,-1,0.9,0
9521,1737,9,Nazr Mohammed,2006-07,2006,29,DET,NBA,C,51,33,15.2,2.3,4.4,0.532,0,0,0,2.3,4.4,0.532,0.532,1,1.6,0.61,1.7,2.7,4.5,0.2,0.5,0.8,0.8,2.6,5.6,16.5,0.554,0,0.369,13.7,21.5,17.6,2,1.9,4,14.3,18.5,0.9,1.5,2.3,0.145,-2.3,0.5,-1.8,1.4,0
9522,1737,10,Nazr Mohammed,2007-08,2007,30,TOT,NBA,C,82,29,20.1,3.3,6.4,0.515,0,0,0,3.3,6.4,0.516,0.515,1.2,2,0.583,2.4,3.7,6,0.9,0.5,0.7,1.2,2.8,7.8,15.8,0.533,0.002,0.309,13.5,21.1,17.3,7.6,1.4,2.8,14.4,19.5,1.3,2,3.4,0.098,-1.6,0.7,-0.9,-0.6,0
9523,1737,11,Nazr Mohammed,2008-09,2008,31,CHA,NBA,C,39,1,8.7,1.1,2.6,0.406,0,0,0,1.1,2.6,0.406,0.406,0.6,1,0.55,0.9,1.1,2,0.2,0.1,0.4,0.6,1.6,2.7,7.7,0.438,0,0.396,12.8,15.9,14.3,3.9,0.8,3.9,16.2,19.6,-0.4,0.5,0,0.004,-6.4,-0.1,-6.5,0.1,0
9524,1737,12,Nazr Mohammed,2009-10,2009,32,CHA,NBA,C,58,29,17,3.3,5.9,0.553,0,0,0,3.3,5.9,0.553,0.553,1.4,2.2,0.648,2,3.3,5.2,0.5,0.3,0.7,0.9,1.8,7.9,19.6,0.578,0,0.365,14.2,22.9,18.6,5.4,0.8,3.6,11.8,21.3,1.8,1.8,3.6,0.174,-1,0.3,-0.7,0,0
9525,1737,13,Nazr Mohammed,2010-11,2010,33,TOT,NBA,C,75,37,17.1,3.1,6,0.522,0,0,0,3.1,6,0.523,0.522,0.9,1.5,0.598,1.9,3,4.9,0.3,0.4,0.7,0.9,2.5,7.1,15.9,0.538,0.002,0.25,13.2,21.2,17.2,3.3,1.2,3.5,12.3,20.6,1,1.6,2.7,0.1,-2.5,-0.8,-3.3,0.2,0
9526,1737,14,Nazr Mohammed,2011-12,2011,34,OKC,NBA,C,63,1,11,1.3,2.7,0.467,0,0,0,1.3,2.7,0.47,0.467,0.2,0.4,0.565,0.9,1.8,2.7,0.2,0.3,0.6,0.4,1.6,2.7,11,0.477,0.006,0.136,10.4,17.1,14,3.1,1.5,3.9,12.7,13.4,0.3,1,1.3,0.09,-3.1,0.9,-2.2,1,0
9527,1737,15,Nazr Mohammed,2012-13,2012,35,CHI,NBA,C,63,12,11,1,2.9,0.367,0,0,0,1,2.8,0.371,0.367,0.5,0.7,0.723,1.2,1.9,3.1,0.4,0.3,0.5,0.4,1.5,2.6,10.8,0.414,0.011,0.261,12,20.4,16.2,5.8,1.6,3.5,10.7,14.9,0,1.2,1.2,0.082,-4.6,1.8,-2.8,1.9,0
9528,1737,16,Nazr Mohammed,2013-14,2013,36,CHI,NBA,C,80,1,7,0.7,1.6,0.429,0,0,0,0.7,1.6,0.429,0.429,0.2,0.4,0.533,0.8,1.4,2.2,0.3,0.2,0.4,0.5,1,1.6,10.1,0.445,0,0.238,13.6,21.7,17.7,5.8,1.3,4.1,21,14.5,-0.4,1.2,0.8,0.07,-6,2.6,-3.3,0.3,0
9529,1737,17,Nazr Mohammed,2014-15,2014,37,CHI,NBA,C,23,0,5.6,0.6,1.3,0.433,0,0,0,0.6,1.3,0.433,0.433,0,0.1,0.333,0.5,1.2,1.7,0.1,0.2,0.2,0.3,0.7,1.2,8.7,0.431,0,0.1,9.6,22.3,16.1,3.6,1.6,2.8,18.3,13.4,-0.1,0.2,0.1,0.04,-6.1,0.9,-5.3,0,0
9530,1737,18,Nazr Mohammed,2015-16,2015,38,OKC,NBA,C,5,0,3.8,0.6,1,0.6,0,0,0,0.6,1,0.6,0.6,0.4,0.4,1,0.2,0.6,0.8,0,0,0,0.6,0.8,1.6,6,0.68,0,0.4,6.1,16.3,11.5,0,0,0,33.8,19.9,0,0,0,-0.009,-7.4,-5.9,-13.2,-0.1,0
9531,1738,1,Jerome Moiso,2000-01,2000,22,BOS,NBA,C,24,0,5.6,0.5,1.3,0.4,0,0,0,0.5,1.2,0.414,0.4,0.5,1.1,0.423,0.5,1.3,1.8,0.1,0.1,0.2,0.8,1.2,1.5,3.2,0.422,0.033,0.867,9.9,27.1,18.1,3.6,1.2,2.3,30.3,20,-0.4,0.2,-0.3,-0.096,-10.5,-1.4,-11.9,-0.2,0
9532,1738,2,Jerome Moiso,2001-02,2001,23,CHH,NBA,C,15,0,5.1,0.5,1.3,0.4,0,0,0,0.5,1.3,0.4,0.4,0,0,0,0.3,1.4,1.7,0.3,0.2,0.1,0.5,0.8,1.1,5.9,0.4,0,0,6,31.5,18.8,8.4,2.1,1.9,28.6,16.8,-0.2,0.2,-0.1,-0.04,-9,1.9,-7.1,0.9,0
9533,1738,3,Jerome Moiso,2002-03,2002,24,NOH,NBA,C,51,1,12.6,1.7,3.4,0.52,0,0,0,1.7,3.4,0.52,0.52,0.5,0.8,0.659,1.2,2.3,3.5,0.4,0.4,0.9,0.9,1.7,4,14.5,0.542,0,0.24,10.5,21.7,16.1,5.8,1.6,4.9,19.6,16.6,0.3,1.2,1.5,0.109,-3.4,2.2,-1.2,0.8,0
9534,1738,4,Jerome Moiso,2003-04,2003,25,TOR,NBA,PF,35,1,11.9,1.1,2.4,0.476,0,0,0,1.1,2.4,0.482,0.476,0.6,1.1,0.579,1.2,2.1,3.2,0.2,0.5,0.3,0.7,1.2,2.9,12.3,0.506,0.012,0.452,11.3,20,15.6,3.4,2.3,2.1,19.9,14.6,0,0.8,0.8,0.09,-4.8,1.3,-3.5,-0.1,0
9535,1738,5,Jerome Moiso,2004-05,2004,26,TOT,NBA,C-PF,20,1,6,0.5,0.9,0.5,0,0.1,0,0.5,0.9,0.529,0.5,0.5,0.7,0.769,0.5,1.4,1.9,0.1,0.2,0.3,0.4,0.7,1.4,12.3,0.59,0.056,0.722,9.5,26.4,17.8,1.3,1.3,3.7,22.8,11.7,0.1,0.2,0.2,0.098,-6,-1.3,-7.2,2.3,0
9536,1739,1,Paul Mokeski,1979-80,1979,23,HOU,NBA,C,12,0,9.4,0.9,2.8,0.333,0,0,0,0.9,2.8,0.333,0.333,0.6,0.8,0.778,1.2,1.3,2.4,0.2,0.1,0.5,0.8,2,2.4,4.4,0.392,0,0.273,13.3,15.1,14.2,2.2,0.4,3,21.3,16.4,-0.2,0.1,-0.1,-0.041,-6.1,-1.6,-7.7,4.6,0
9537,1739,2,Paul Mokeski,1980-81,1980,24,DET,NBA,C,80,0,22.7,2.8,5.7,0.489,0,0,0,2.8,5.7,0.49,0.489,1.5,2.5,0.6,1.8,3.5,5.2,1.7,0.5,0.9,2,3.3,7.1,10.3,0.52,0.002,0.437,8.5,18.8,13.4,10.7,1,2.4,22.7,15.7,-0.4,2.1,1.7,0.046,-3,1.3,-1.7,0.6,0
9538,1739,3,Paul Mokeski,1981-82,1981,25,TOT,NBA,C,67,4,13,1.3,2.9,0.435,0,0,0,1.3,2.8,0.442,0.435,0.7,0.9,0.762,0.9,2.2,3.1,0.5,0.5,0.6,0.8,2.6,3.2,8.7,0.489,0.016,0.326,7.2,19.9,13.3,5.1,1.8,2.6,19.9,12.7,-0.2,1,0.8,0.045,-4.2,1.4,-2.8,1,0
9539,1739,4,Paul Mokeski,1982-83,1982,26,TOT,NBA,C,73,19,15.5,1.6,3.6,0.458,0,0,0,1.6,3.5,0.459,0.458,0.7,0.9,0.735,1,2.5,3.6,0.7,0.3,0.6,0.9,3.1,3.9,8.3,0.497,0.004,0.262,7.6,18.1,12.9,5.8,0.9,2.2,18.8,13.2,0,1.4,1.4,0.06,-3.6,1.1,-2.5,4,0
9540,1739,5,Paul Mokeski,1983-84,1983,27,MIL,NBA,C,68,4,12.3,1.5,3.1,0.479,0,0,0.333,1.5,3.1,0.481,0.481,0.7,1.1,0.694,0.8,1.7,2.4,0.6,0.2,0.4,0.6,2.5,3.8,8.9,0.521,0.014,0.338,7.2,15,11.3,7.1,0.7,2,15.2,14.6,0.4,1.2,1.6,0.09,-3.1,0.6,-2.5,2.1,0
9541,1739,6,Paul Mokeski,1984-85,1984,28,MIL,NBA,C,79,6,20.1,2.6,5.4,0.478,0,0,0,2.6,5.4,0.48,0.478,1,1.5,0.698,1.4,3.8,5.2,1.3,0.4,0.4,1.1,3.4,6.2,10.1,0.511,0.005,0.27,7.5,21.1,14.3,8.1,0.8,1.3,15,14.5,0.7,2.6,3.4,0.102,-2.6,1.2,-1.4,4.4,0
9542,1739,7,Paul Mokeski,1985-86,1985,29,MIL,NBA,C,45,0,11.6,1.3,3.1,0.424,0,0,0,1.3,3.1,0.424,0.424,0.6,0.8,0.735,0.8,2.3,3.1,0.7,0.1,0.1,0.6,2,3.2,7.9,0.464,0,0.245,7.8,21.8,14.9,7.2,0.5,0.7,14,13.8,0.1,0.8,0.9,0.079,-3.6,0.2,-3.4,2,0
9543,1739,8,Paul Mokeski,1986-87,1986,30,MIL,NBA,C,62,3,10.1,0.8,2.1,0.403,0,0,0,0.8,2.1,0.406,0.403,0.7,1,0.719,0.7,1.5,2.2,0.4,0.3,0.2,0.4,2,2.4,7.4,0.477,0.008,0.496,7.9,16.7,12.3,4.4,1.4,1.3,12.3,11.7,0.2,0.8,1.1,0.081,-3.7,0.6,-3,4.3,0
9544,1739,9,Paul Mokeski,1987-88,1987,31,MIL,NBA,C,60,0,14.1,1.7,3.5,0.476,0,0.1,0,1.7,3.4,0.485,0.476,0.9,1.2,0.708,1.2,2.5,3.7,0.4,0.5,0.5,0.8,3.2,4.2,8.8,0.519,0.019,0.343,9.3,20.1,14.7,3.5,1.6,1.9,16.9,14.4,0.1,1.2,1.3,0.073,-3.6,0.6,-3,2.9,0
9545,1739,10,Paul Mokeski,1988-89,1988,32,MIL,NBA,C,74,0,9.3,0.8,2.2,0.36,0.1,0.4,0.269,0.7,1.9,0.377,0.381,0.5,0.7,0.784,0.9,1.7,2.5,0.5,0.4,0.3,0.5,2.1,2.2,8.2,0.443,0.159,0.311,10.4,21.1,15.7,6.7,2,1.9,15.8,13.3,-0.1,1.1,1,0.072,-3.2,1.5,-1.7,3.3,0
9546,1739,11,Paul Mokeski,1989-90,1989,33,CLE,NBA,C,38,1,11.8,1.7,3.9,0.42,0,0,0,1.7,3.9,0.423,0.42,0.7,0.9,0.694,0.7,1.9,2.6,0.4,0.2,0.3,0.7,2,4,7.7,0.455,0.007,0.24,6.7,18.1,12.4,5.7,0.9,1.3,13.6,18.5,-0.4,0.5,0.2,0.018,-5.9,-0.9,-6.9,3.8,0
9547,1739,12,Paul Mokeski,1990-91,1990,34,GSW,NBA,C,36,1,7.1,0.6,1.6,0.356,0.1,0.3,0.333,0.5,1.4,0.36,0.381,0.3,0.4,0.8,0.6,1.3,1.9,0.3,0.2,0.1,0.2,1.6,1.6,6.6,0.434,0.153,0.254,8.6,20.1,14.4,4.3,1.4,0.7,9.6,11.3,0.1,0.2,0.3,0.056,-3.6,-0.9,-4.4,-0.3,0
9548,1740,1,Sidney Moncrief,1979-80,1979,22,MIL,NBA,SG,77,0,20.2,2.7,5.9,0.468,0,0,0,2.7,5.8,0.469,0.468,3,3.8,0.795,2,2.4,4.4,1.7,0.9,0.2,1.5,1.4,8.5,15.9,0.564,0.002,0.647,11.1,12.5,11.8,10.7,2.2,0.6,16.8,17.8,2.8,2,4.9,0.15,0.9,0.7,1.7,1.3,0
9549,1740,2,Sidney Moncrief,1980-81,1980,23,MIL,NBA,SG,80,0,30.2,5,9.2,0.541,0,0.1,0.222,5,9.1,0.545,0.543,4,5,0.804,2.3,2.8,5.1,3.3,1.1,0.5,1.8,2,14,18,0.614,0.012,0.539,8.8,9.8,9.3,14.1,1.7,0.9,13.7,17.2,6.9,2.9,9.9,0.196,3.3,0.6,3.9,-0.1,0
9550,1740,3,Sidney Moncrief,1981-82,1981,24,MIL,NBA,SG,80,80,37.3,7,13.3,0.523,0,0.2,0.071,6.9,13.1,0.529,0.524,5.9,7.2,0.817,2.8,3.9,6.7,4.8,1.7,0.3,2.6,2.6,19.8,20.1,0.601,0.013,0.539,8.8,11.6,10.3,18.1,2.2,0.4,13.7,21,8.9,4.5,13.4,0.216,4.2,1.3,5.5,-0.1,1
9551,1740,4,Sidney Moncrief,1982-83,1982,25,MIL,NBA,SG,76,76,35.7,8,15.2,0.524,0,0.1,0.1,8,15.1,0.528,0.525,6.6,7.9,0.826,2.5,3.2,5.8,3.9,1.5,0.3,2.6,2.4,22.5,22.6,0.602,0.009,0.522,8.2,9.5,8.9,16.9,2,0.5,12.2,24.7,9.7,3.5,13.2,0.233,5.4,0.3,5.7,0,1
9552,1740,5,Sidney Moncrief,1983-84,1983,26,MIL,NBA,SG,79,79,38.9,7.1,14.2,0.498,0.1,0.2,0.278,7,14,0.501,0.5,6.7,7.9,0.848,2.7,4,6.7,4.5,1.4,0.3,2.7,2.6,20.9,19.8,0.591,0.016,0.555,8.3,11.1,9.8,17.1,1.7,0.5,13.4,22.2,8.4,4.2,12.7,0.198,3.8,1,4.8,0,1
9553,1740,6,Sidney Moncrief,1984-85,1984,27,MIL,NBA,PG,73,72,37.5,7.7,15.9,0.483,0.1,0.5,0.273,7.6,15.5,0.489,0.487,6.2,7.5,0.828,2,3.3,5.4,5.2,1.6,0.5,2.5,2.7,21.7,20.1,0.565,0.028,0.472,6.1,9.8,7.9,20.1,2.1,0.8,11.6,23.6,7.3,3.9,11.2,0.197,3.7,1,4.7,0.1,1
9554,1740,7,Sidney Moncrief,1985-86,1985,28,MIL,NBA,PG,73,72,35.2,6.4,13.2,0.489,0.5,1.4,0.32,6,11.8,0.509,0.506,6.8,7.9,0.859,1.6,3,4.6,4.9,1.4,0.2,2.4,2.4,20.2,20,0.604,0.107,0.603,5,9.4,7.3,19.2,1.9,0.4,12.5,21.8,8.3,3.4,11.7,0.219,4.6,0.4,5.1,0,1
9555,1740,8,Sidney Moncrief,1986-87,1986,29,MIL,NBA,SG,39,30,25.4,4.1,8.3,0.488,0.2,0.8,0.258,3.8,7.5,0.512,0.5,3.5,4.2,0.84,1.5,1.8,3.3,3.1,0.7,0.3,1.6,1.9,11.8,15.9,0.582,0.096,0.5,6.3,7.9,7.1,17.1,1.3,0.6,13.7,18.9,2,0.9,2.9,0.142,1.7,-0.5,1.1,2.6,0
9556,1740,9,Sidney Moncrief,1987-88,1987,30,MIL,NBA,SG,56,51,25.5,3.9,7.9,0.489,0.1,0.6,0.161,3.8,7.4,0.513,0.494,2.9,3.5,0.837,1,2.2,3.2,3.6,0.7,0.3,1.5,1.9,10.8,15.2,0.569,0.07,0.441,4.6,9.6,7.1,20.4,1.4,0.6,14,18.2,2.5,1.2,3.7,0.123,1,-0.3,0.6,0.4,0
9557,1740,10,Sidney Moncrief,1988-89,1988,31,MIL,NBA,PG,62,50,25.7,4.2,8.6,0.491,0.4,1.2,0.342,3.8,7.4,0.514,0.514,3.3,3.8,0.865,0.7,2,2.8,3,1,0.2,1.5,1.8,12.1,16.4,0.591,0.137,0.445,3.3,9.3,6.2,16.9,2,0.5,12.9,19,3.5,1.6,5,0.151,1.8,-0.3,1.5,1.4,0
